"ride_id","user_id","started","finished"
27,6,1,1
28,6,1,1
29,6,1,1
31,6,1,1
32,6,1,1
33,6,1,1
34,6,1,1
35,6,1,1
36,6,1,1
37,6,1,1
38,6,1,1
39,6,1,1
40,6,1,1
41,6,1,1
42,6,1,1
43,6,1,1
44,6,1,1
45,6,1,1
46,6,1,1
47,6,1,1
48,6,1,1
49,6,1,1
50,6,1,1
51,6,1,1
52,6,1,1
53,6,1,1
54,6,1,1
55,6,1,1
56,6,1,1
245,6,1,1
57,6,1,1
58,6,1,1
59,6,1,1
60,6,1,1
61,6,1,1
62,6,1,1
63,6,1,1
64,6,1,1
65,6,1,1
66,6,1,1
67,6,1,0.75
70,6,1,0.5
37,119,1,1
39,119,1,1
42,119,1,1
45,119,1,1
46,119,1,1
48,119,1,0.83
51,119,1,1
28,20,1,1
43,20,1,1
52,20,1,1
59,20,1,1
60,20,1,1
61,20,1,1
62,20,1,1
45,122,1,1
46,122,1,1
61,122,1,0.6
59,123,1,1
45,124,1,1
42,52,1,1
55,52,1,0.44
59,52,1,0.18
66,52,1,1
27,126,1,1
28,126,1,1
29,126,1,1
31,126,1,1
33,126,1,1
59,126,1,1
62,126,1,1
35,127,1,1
44,127,1,1
48,127,1,0.83
52,127,1,0.42
60,127,1,1
61,127,1,1
62,127,1,1
64,127,1,1
67,127,1,0.75
30,128,1,1
31,128,1,1
33,128,1,1
42,128,1,1
44,128,1,1
45,128,1,1
46,128,1,0.14
53,128,1,1
61,128,1,0.6
30,129,1,1
31,129,1,1
33,129,1,1
35,129,1,1
36,129,1,1
39,129,1,1
45,130,1,1
42,131,1,1
61,131,1,0.45
45,134,1,1
31,358,1,1
33,358,1,1
44,358,1,1
45,358,1,1
46,358,1,1
61,358,1,0.6
31,136,1,1
33,136,1,1
37,136,1,1
39,136,1,1
42,136,1,1
43,136,1,1
45,136,1,1
46,136,1,1
50,136,1,1
51,136,1,1
52,136,1,0.77
53,136,1,1
55,136,1,1
56,136,1,1
245,136,1,0.54
59,136,1,1
61,136,1,1
62,136,1,1
67,136,1,1.19
248,136,1,1
45,137,1,1
45,138,1,1
53,139,1,1
55,139,1,1
59,139,1,1
60,139,1,0.7
62,139,1,1
64,139,1,1
65,139,1,1
248,139,1,1
28,140,1,1
62,140,1,1
70,140,1,0.5
42,147,1,1
44,147,1,0.56
31,148,1,1
33,148,1,1
36,148,1,1.03
38,148,1,1
39,148,1,1
40,148,1,1
42,148,1,1
43,148,1,1
