"ride_id","user_id","started","finished"
177,6,1,1
178,6,1,1
179,6,1,1
180,6,1,1
181,6,1,1
182,6,1,1
183,6,1,1
184,6,1,1.01
186,6,1,1
187,6,1,1
188,6,1,1
190,6,1,1
192,6,1,1.24
194,6,1,1
195,6,1,0.64
197,6,1,0.72
198,6,1,1
199,6,1,1
200,6,1,1
201,6,1,1
179,20,1,2
180,20,1,1
181,20,1,1
183,20,1,1
184,20,1,1.01
185,20,1,0.57
187,20,1,1
190,20,1,1.3
193,20,1,1.22
200,20,1,1
201,20,1,0.56
185,19,1,0.4
186,19,1,0.64
194,19,1,0.34
179,52,1,2
180,52,1,1
181,52,1,1
182,52,1,1
183,52,1,1
184,52,1,1.01
193,52,1,1
194,52,1,0.03
196,52,1,1
198,52,1,1
199,52,1,1
200,52,1,1
185,127,1,0.48
181,136,1,1
185,136,1,0.1
187,136,1,1
182,139,1,0.43
187,139,1,0.31
193,139,1,1
177,24,1,1
179,24,1,2
181,24,1,1
189,24,1,1
193,24,1,1
201,24,1,0.56
177,34,1,1
178,34,1,1
179,34,1,2
180,34,1,1
181,34,1,1
182,34,1,1
185,34,1,1
187,34,1,0.44
191,34,1,1
194,34,1,1
197,34,1,0.77
198,156,1,1
179,161,1,2
185,161,1,0.1
200,161,1,1
177,359,1,1
179,359,1,2
180,359,1,1
181,359,1,1
182,359,1,1
184,359,1,1.01
185,359,1,0.68
186,359,1,1
187,359,1,0.33
188,359,1,0.64
191,359,1,1
193,359,1,1.22
195,359,1,0.64
196,359,1,1
254,359,1,1
201,359,1,0.83
179,45,1,2
181,45,1,1
182,45,1,0.43
183,45,1,1
185,45,1,1
188,45,1,1
191,45,1,1
197,45,1,1
201,45,1,1.17
187,168,1,0.44
198,42,1,1
181,176,1,1
184,176,1,1.01
185,176,1,0.07
180,30,1,1
181,30,1,1
182,30,1,1
183,30,1,1
185,30,1,1
187,30,1,1
190,30,1,0.44
199,30,1,1
200,30,1,1
201,30,1,1.1
183,48,1,1
194,48,1,1
198,48,1,1
199,48,1,1
201,48,1,1.1
180,104,1,0.57
182,104,1,1
185,104,1,0.4
187,104,1,1
190,104,1,0.44
191,104,1,1
193,104,1,1
196,104,1,1
197,104,1,1
201,104,1,1.1
180,181,1,1
181,181,1,1
185,181,1,1
187,181,1,1
188,181,1,1
191,181,1,1
193,181,1,1
199,181,1,1
179,31,1,2
182,31,1,0.43
185,31,1,0.22
179,58,1,2
181,58,1,1
185,58,1,0.45
187,58,1,1
196,58,1,1
197,58,1,0.72
201,58,1,1.1
178,193,1,1
185,193,1,0.85
188,193,1,1
193,193,1,1
197,193,1,1
198,193,1,1
185,204,1,0.04
185,207,1,1
177,13,1,1
180,13,1,1
184,13,1,1.01
185,13,1,0.74
188,13,1,1
193,13,1,1.22
254,13,1,1
200,13,1,1
201,13,1,0.98
177,72,1,1
178,72,1,1
179,72,1,2
180,72,1,1
181,72,1,1
182,72,1,1
183,72,1,1
184,72,1,1.01
185,72,1,0.54
186,72,1,1
188,72,1,0.4
192,72,1,1.5
196,72,1,1
197,72,1,1
254,72,1,0.44
185,217,1,0.53
179,76,1,2
181,76,1,1
182,76,1,0.43
183,76,1,1
184,76,1,1.02
185,76,1,0.75
187,76,1,1
188,76,1,0.76
196,76,1,1
200,76,1,1
201,76,1,1.1
187,227,1,1
179,18,1,2
180,18,1,1
182,18,1,1
183,18,1,1
185,18,1,0.57
197,18,1,1
200,234,1,1
187,27,1,1
201,27,1,1.1
185,105,1,0.68
193,105,1,1.22
197,105,1,0.59
181,246,1,1
188,246,1,0.4
191,246,1,1
192,246,1,1.5
254,246,1,0.44
177,253,1,1
180,253,1,1
187,22,1,1
189,22,1,1
193,22,1,1.22
201,22,1,0.61
179,110,1,2
180,110,1,1
181,110,1,1
185,110,1,0.79
197,110,1,0.59
199,110,1,1
201,110,1,1.04
193,265,1,1
185,266,1,0.07
179,44,1,2
185,44,1,0.45
189,44,1,1
184,270,1,1.01
185,270,1,0.75
177,271,1,1
179,271,1,2
180,271,1,0.86
181,271,1,1
182,271,1,1
183,271,1,1.24
185,271,1,1
187,271,1,1
189,271,1,1
190,271,1,0.44
191,271,1,1
193,271,1,1.22
195,271,1,1
197,271,1,1
198,271,1,0.88
201,271,1,1.67
179,278,1,2
185,278,1,1
197,278,1,0.59
201,280,1,1.1
185,282,1,0.2
178,107,1,1
180,107,1,1
183,107,1,1
185,107,1,0.43
189,107,1,1
190,107,1,1.3
191,107,1,1
194,107,1,1
196,107,1,1
197,107,1,0.59
198,107,1,1
199,107,1,1
200,107,1,1
201,107,1,1.1
180,87,1,1
180,4,1,1
182,4,1,1
183,4,1,1
184,4,1,1.01
185,4,1,0.5
186,4,1,1
187,4,1,1
188,4,1,0.64
191,4,1,1
192,4,1,1.5
177,284,1,1
179,284,1,2
180,284,1,0.86
183,284,1,1
184,284,1,1.01
185,284,1,1
187,284,1,1
193,284,1,1.22
197,284,1,1
177,8,1,1
180,8,1,1
183,8,1,1
185,8,1,1
186,8,1,0.67
187,8,1,1
188,8,1,0.64
192,8,1,1.5
197,8,1,0.61
199,8,1,1
254,8,1,0.35
179,288,1,2
185,288,1,0.52
194,288,1,1
180,289,1,1
185,290,1,0.1
187,290,1,0.68
189,290,1,1
185,292,1,0.4
187,292,1,1
182,293,1,1
191,293,1,1
180,43,1,1
182,43,1,1
183,43,1,1
185,43,1,0.51
188,43,1,0.64
191,43,1,1
185,49,1,0.83
186,49,1,1
254,49,1,0.44
179,23,1,2
180,23,1,0.86
181,23,1,1.07
183,23,1,1.24
185,23,1,0.93
187,23,1,1
189,23,1,1
190,23,1,1.3
191,23,1,1
193,23,1,1.22
197,23,1,1
179,297,1,2
181,297,1,1
183,297,1,0.55
184,297,1,1.01
185,297,1,1
187,297,1,0.33
191,297,1,1
193,297,1,1.22
201,297,1,0.61
177,16,1,1
178,16,1,1
179,16,1,2
180,16,1,1
181,16,1,1
182,16,1,1
183,16,1,1
185,16,1,1
187,16,1,1
189,16,1,1
191,16,1,1
193,16,1,1.22
198,16,1,1
199,16,1,1
201,16,1,0.71
180,298,1,1
181,298,1,1
185,298,1,0.22
187,298,1,1
195,298,1,1
197,298,1,0.64
185,300,1,0.79
189,301,1,1
191,301,1,1
193,301,1,1
183,94,1,1
185,94,1,1
187,94,1,1
189,94,1,1
191,94,1,1
193,94,1,1.22
198,94,1,0.62
201,94,1,1.06
179,14,1,2
180,14,1,1
181,14,1,1
182,14,1,1
183,14,1,1
184,14,1,1.01
185,14,1,0.99
187,14,1,1
188,14,1,1
193,14,1,1
